MOVIES,YEAR,RATING,VOTES,RunTime,Gross
 Pandemic: How to Prevent an Outbreak,(2020– ),6.6,101,,
 Pandemic: How to Prevent an Outbreak,(2020– ),6.9,96,,
 Onisciente,(2020– ),7.2,74,,
 Glitch Techs,(2020– ),8.5,45,,
 Glitch Techs,(2020– ),8.6,40,,
 Glitch Techs,(2020– ),8.7,40,,
 Glitch Techs,(2020– ),8.7,42,,
 Glitch Techs,(2020– ),8.5,41,,
 Glitch Techs,(2020– ),8.7,41,,
 Glitch Techs,(2020– ),8.9,47,,
 Glitch Techs,(2020– ),8.8,43,,
 Riverdale,(2017– ),7.4,692,42,
 Riverdale,(2017– ),8.1,769,42,
 The Flash,(2014– ),7.8,"1,300",42,
 Vikings,(2013–2020),9.2,304,,
 Avatar: The Last Airbender,(2005–2008),9.3,"3,294",24,
 Kalifat,(2020– ),7.8,301,47,
 Fauda,(2015– ),8,244,46,
 The Haunting of Bly Manor,-2020,7.5,"3,541",45,
 Black Lightning,(2017–2021),7.8,329,42,
 Kalifat,(2020– ),7.9,292,47,
 Diablero,(2018– ),7.3,39,,
 Dirty Money,(2018– ),7.6,365,,
 Night on Earth,-2020,8.2,248,45,
 Night on Earth,-2020,7.9,202,53,
 Night on Earth,-2020,8.2,211,48,
 Night on Earth,-2020,8.2,197,41,
 Night on Earth,-2020,7.9,179,51,
 Onisciente,(2020– ),7.1,97,,
 Onisciente,(2020– ),7.1,83,,
 Onisciente,(2020– ),7.3,80,,
 Onisciente,(2020– ),7.5,77,,
 Onisciente,(2020– ),6.8,109,,
 The Last Kingdom,(2015– ),9,"1,930",55,
 The Last Kingdom,(2015– ),9.1,"1,854",52,
 The Last Kingdom,(2015– ),9.4,"2,278",55,
 Next in Fashion,-2020,7.5,98,,
 Next in Fashion,-2020,7.6,88,,
 Next in Fashion,-2020,6.2,111,,
 Next in Fashion,-2020,7,90,,
 Next in Fashion,-2020,6.7,86,,
 Next in Fashion,-2020,7.4,81,,
 Next in Fashion,-2020,7,81,,
 Next in Fashion,-2020,7.4,77,,
 Next in Fashion,-2020,8.1,85,,
 Hit and Run,(2021– ),,,,
 Hit and Run,(2021– ),,,,
 13 Reasons Why,(2017–2020),6.1,"1,507",57,
 13 Reasons Why,(2017–2020),6.6,"1,694",61,
 Fauda,(2015– ),8.6,283,43,
 Diablero,(2018– ),7.3,35,,
 Diablero,(2018– ),7.2,33,,
 Diablero,(2018– ),7,32,,
 Diablero,(2018– ),7.2,31,,
 Diablero,(2018– ),7.1,35,,
 The Flash,(2014– ),8.1,"1,411",42,
 Baby,(2018–2020),7.7,85,49,
 Baby,(2018–2020),8,92,43,
 Baby,(2018–2020),7.6,83,39,
 Baby,(2018–2020),7.8,89,43,
 Baby,(2018–2020),7.9,105,49,
 Sex/Life,(2021– ),6.3,333,45,
 Black Lightning,(2017–2021),7.1,288,,
 Black Lightning,(2017–2021),7.3,300,41,
 Black Lightning,(2017–2021),7.5,311,42,
 Country Comfort,-2021,6.8,109,,
 Country Comfort,-2021,7.8,92,,
 Country Comfort,-2021,8.1,92,,
 Country Comfort,-2021,7.9,82,,
 Country Comfort,-2021,8.2,85,,
 Country Comfort,-2021,8.3,78,,
 Country Comfort,-2021,8,71,,
 Country Comfort,-2021,8.4,73,,
 Country Comfort,-2021,8.5,75,,
 Country Comfort,-2021,8.9,95,,
 Sex/Life,(2021– ),6.3,253,,
 Sex/Life,(2021– ),6.5,233,51,
 Sex/Life,(2021– ),6.2,188,43,
 Sex/Life,(2021– ),6.6,190,46,
 Sex/Life,(2021– ),6.7,183,47,
 Sex/Life,(2021– ),6.3,181,51,
 Sex/Life,(2021– ),4.7,278,52,
 Fauda,(2015– ),8.3,256,44,
 One Piece,,,,41,
 Dynasty,(2017– ),8.2,173,42,
 The Boondocks,(2005–2014),8,199,22,
 The Boondocks,(2005–2014),8.5,235,24,
 Kalifat,(2020– ),7.9,278,47,
 One Piece,,,,,
 One Piece,,,,,
 One Piece,,,,,
 One Piece,,,,,
 One Piece,,,,,
 One Piece,,,,,
 One Piece,,,,,
 One Piece,,,,,
 One Piece,,,,,
 The Late Late Show with James Corden,(2015– ),,,,
 Sex Education,(2019– ),,,,
 A Suitable Boy,(2020– ),6.3,119,58,
 A Suitable Boy,(2020– ),6.3,122,58,
 Avatar: The Last Airbender,(2005–2008),8.8,"2,880",46,
 Desenfrenadas,(2020– ),7.7,40,,
 Desenfrenadas,(2020– ),7.9,34,,
 Desenfrenadas,(2020– ),7.8,32,,
 Desenfrenadas,(2020– ),8,32,,
 Desenfrenadas,(2020– ),8.2,35,,
 Desenfrenadas,(2020– ),8.2,33,,
 Desenfrenadas,(2020– ),7.9,29,,
 Desenfrenadas,(2020– ),8.1,31,,
 Desenfrenadas,(2020– ),8.2,29,,
 Siempre Bruja,(2019– ),8.3,19,,
 Siempre Bruja,(2019– ),8.3,19,,
 Siempre Bruja,(2019– ),8.2,18,,
 Siempre Bruja,(2019– ),8.2,17,,
 Siempre Bruja,(2019– ),8.2,20,,
 The Windsors,(2016– ),7.2,46,,
 The Windsors,(2016– ),7.3,39,,
 The Windsors,(2016– ),7.3,38,,
 The Windsors,(2016– ),7.4,38,,
 The Windsors,(2016– ),7.3,33,,
 Love Is Blind,(2020– ),6.1,201,58,
 Love Is Blind,(2020– ),6.1,173,59,
 After Life,(2019– ),7.9,"1,755",27,
 After Life,(2019– ),8.1,"1,696",31,
 After Life,(2019– ),8.3,"1,667",26,
 After Life,(2019– ),8.5,"1,716",28,
 After Life,(2019– ),9,"2,245",30,
 Love Is Blind,(2020– ),6.2,160,53,
 Love Is Blind,(2020– ),6.5,150,48,
 Love Is Blind,(2020– ),6.2,144,51,
 Love Is Blind,(2020– ),6.4,140,57,
 Love Is Blind,(2020– ),6.5,138,49,
 Love Is Blind,(2020– ),6.3,130,54,
 Love Is Blind,(2020– ),6.3,129,55,
 Love Is Blind,(2020– ),7.2,138,84,
 The Boondocks,(2005–2014),8.7,263,23,
 Masters of the Universe: Revelation,(2021– ),6.6,"1,507",25,
 Masters of the Universe: Revelation,(2021– ),5.5,"1,190",24,
 Masters of the Universe: Revelation,(2021– ),5.7,"1,063",24,
 Masters of the Universe: Revelation,(2021– ),6,"1,033",26,
 Masters of the Universe: Revelation,(2021– ),5.9,"1,042",27,
 Masters of the Universe: Revelation,(2021– ),,,,
 Johnny Test,(2005– ),5.9,26,23,
 Johnny Test,(2005– ),5.8,20,23,
 Taj Mahal 1989,(2020– ),7.2,29,31,
 Taj Mahal 1989,(2020– ),7.3,31,36,
 Taj Mahal 1989,(2020– ),7.7,24,34,
 Taj Mahal 1989,(2020– ),7.8,26,33,
 Taj Mahal 1989,(2020– ),7.8,24,36,
 Taj Mahal 1989,(2020– ),8,26,36,
 Riverdale,(2017– ),7.4,767,42,
 Kalifat,(2020– ),8.3,291,47,
 The Boondocks,(2005–2014),8.7,242,22,
 On the Verge,(2021– ),,,,
 On the Verge,(2021– ),,,,
 On the Verge,(2021– ),,,,
 On the Verge,(2021– ),,,,
 On the Verge,(2021– ),,,,
 On the Verge,(2021– ),,,,
 On the Verge,(2021– ),,,,
 On the Verge,(2021– ),,,,
 On the Verge,(2021– ),,,,
 On the Verge,(2021– ),,,,
 On the Verge,(2021– ),,,,
 On the Verge,(2021– ),,,,
 Riverdale,(2017– ),8.5,"1,032",42,
 Riverdale,(2017– ),3.5,"2,540",42,
 Riverdale,(2017– ),6.8,807,42,
 Fauda,(2015– ),8.5,273,49,
 Bloodride,(2020– ),6.7,504,31,
 Workin' Moms,(2017– ),7.2,90,,
 The Trials of Gabriel Fernandez,-2020,8.1,345,47,
 The Trials of Gabriel Fernandez,-2020,8.2,311,52,
 The Trials of Gabriel Fernandez,-2020,8.4,297,63,
 The Trials of Gabriel Fernandez,-2020,8.1,274,55,
 The Trials of Gabriel Fernandez,-2020,8.3,263,50,
 The Trials of Gabriel Fernandez,-2020,8.6,266,61,
 Hyena,(2020– ),8.1,26,,
 Hyena,(2020– ),7.6,25,,
 Hyena,(2020– ),7.8,21,,
 Hyena,(2020– ),8.3,17,,
 Hyena,(2020– ),7.9,17,,
 Hyena,(2020– ),7.7,14,,
 Hyena,(2020– ),8.1,14,,
 Hyena,(2020– ),8.2,13,,
 Hyena,(2020– ),7.4,14,,
 Hyena,(2020– ),7.8,11,,
 Hyena,(2020– ),7.8,10,,
 Hyena,(2020– ),7.7,11,,
 Hyena,(2020– ),7.8,11,,
 Hyena,(2020– ),8.2,11,,
 Hyena,(2020– ),8,10,,
 Hyena,(2020– ),8.1,11,,
 The Chair,(2021– ),,,,
 The Chair,(2021– ),,,,
 The Chair,(2021– ),,,,
 The Chair,(2021– ),,,,
 The Chair,(2021– ),,,,
 The Chair,(2021– ),,,,
 Bloodride,(2020– ),6.6,454,27,
 Bloodride,(2020– ),6.3,405,27,
 Bloodride,(2020– ),6.5,381,32,
 Bloodride,(2020– ),5.9,351,28,
 Bloodride,(2020– ),6.1,332,27,
 Painkiller,(I),,,,
 Painkiller,(I),,,,
 Painkiller,(I),,,,
 Painkiller,(I),,,,
 Painkiller,(I),,,,
 Painkiller,(I),,,,
 Painkiller,(I),,,,
 Painkiller,(I),,,,
 Fauda,(2015– ),8.5,278,37,
 Kalifat,(2020– ),8.3,289,47,
 Clickbait,-2021,,,,
 Power Rangers Beast Morphers,(2019–2020),8.6,30,,
 Power Rangers Beast Morphers,(2019–2020),8.9,32,,
 Castlevania,(2017–2021),7.9,"1,027",22,
 Castlevania,(2017–2021),8.4,"1,080",23,
 Castlevania,(2017–2021),8,"1,008",25,
 Castlevania,(2017–2021),8.4,"1,023",25,
 Castlevania,(2017–2021),9.5,"1,949",25,
 Élite,(2018– ),7.3,808,54,
 Élite,(2018– ),,,,
 Castlevania,(2017–2021),9.3,"1,607",28,
 13 Reasons Why,(2017–2020),5.6,"1,635",59,
 13 Reasons Why,(2017–2020),5.9,"1,420",60,
 Formula 1: Drive to Survive,(2019– ),7.8,572,38,
 Formula 1: Drive to Survive,(2019– ),8.3,612,37,
 Formula 1: Drive to Survive,(2019– ),8,569,36,
 Formula 1: Drive to Survive,(2019– ),8.8,681,37,
 Formula 1: Drive to Survive,(2019– ),7.8,534,32,
 Formula 1: Drive to Survive,(2019– ),7.8,520,38,
 Formula 1: Drive to Survive,(2019– ),7.5,516,31,
 Formula 1: Drive to Survive,(2019– ),8.3,552,31,
 The Serpent,-2021,8.1,624,58,
 Fauda,(2015– ),7.7,242,41,
 Siempre Bruja,(2019– ),7.9,16,,
 Siempre Bruja,(2019– ),8.1,16,,
 Dynasty,(2017– ),7.8,169,41,
 The Upshaws,(2021– ),8.1,65,,
 Love Is Blind,(2020– ),6.1,108,51,
 Johnny Test,(2005– ),6.3,23,23,
 Johnny Test,(2005– ),6.5,30,23,
 Valeria,(2020– ),7.3,71,,
 13 Reasons Why,(2017–2020),6.8,"1,640",60,
 13 Reasons Why,(2017–2020),7.7,"2,312",98,
 She,(2020– ),7.2,73,33,
 Vampires,(2020– ),6.5,64,44,
 Kalifat,(2020– ),8.5,345,54,
 The Protector,(2018–2020),7.5,305,,
 The Protector,(2018–2020),7.6,316,,
 The Protector,(2018–2020),7.9,370,,
 Fauda,(2015– ),8,289,39,
 Ragnarok,(2020– ),8.1,603,50,
 Workin' Moms,(2017– ),7.5,72,,
 Workin' Moms,(2017– ),7.8,69,,
 El desorden que dejas,-2020,6.9,185,47,
 El desorden que dejas,-2020,6.8,172,41,
 El desorden que dejas,-2020,6.7,159,46,
 El desorden que dejas,-2020,6.9,153,46,
 El desorden que dejas,-2020,7,153,42,
 El desorden que dejas,-2020,6.8,156,35,
 El desorden que dejas,-2020,7.2,227,50,
 Clickbait,-2021,,,,
 Power Rangers Beast Morphers,(2019–2020),8.1,30,,
 Power Rangers Beast Morphers,(2019–2020),8.9,29,,
 Power Rangers Beast Morphers,(2019–2020),9.1,29,,
 Buddi,(2020– ),,,,
 Buddi,(2020– ),,,,
 Buddi,(2020– ),,,,
 Buddi,(2020– ),,,,
 Buddi,(2020– ),,,,
 Buddi,(2020– ),,,,
 Buddi,(2020– ),,,,
 Buddi,(2020– ),,,,
 Avatar: The Last Airbender,(2005–2008),9,"3,056",24,
 Vampires,(2020– ),6.7,52,38,
 In from the Cold,,,,,
 In from the Cold,,,,,
 In from the Cold,,,,,
 In from the Cold,,,,,
 In from the Cold,,,,,
 In from the Cold,,,,,
 In from the Cold,,,,,
 In from the Cold,,,,,
 Vampires,(2020– ),6.6,45,37,
 Vampires,(2020– ),6.5,43,40,
 Vampires,(2020– ),6.5,41,37,
 Vampires,(2020– ),6.5,42,42,
 The Protector,(2018–2020),7.1,208,,
 Avatar: The Last Airbender,(2005–2008),9.3,"3,156",46,
" Tiger King: Murder, Mayhem and Madness",-2020,7.5,"2,245",49,
 Dirty Money,(2018– ),7.4,302,,
 Dirty Money,(2018– ),8,411,65,
 Dirty Money,(2018– ),7.8,283,,
 Dirty Money,(2018– ),8.5,273,,
 Dirty Money,(2018– ),7.6,205,,
 On My Block,(2018– ),8,149,32,
 On My Block,(2018– ),8.2,142,29,
 On My Block,(2018– ),8.1,141,30,
 On My Block,(2018– ),8.3,141,33,
 On My Block,(2018– ),8.2,143,31,
 On My Block,(2018– ),8.4,143,29,
 On My Block,(2018– ),8.7,202,37,
 ÜberWeihnachten,-2020,7.2,65,48,
 ÜberWeihnachten,-2020,7.5,66,50,
 ÜberWeihnachten,-2020,7.2,59,45,
 Dynasty,(2017– ),8,166,42,
 Clickbait,-2021,,,,
 Clickbait,-2021,,,,
 The Midnight Gospel,(2020– ),8,"1,218",21,
 The Upshaws,(2021– ),8.3,46,,
 Johnny Test,(2005– ),6.1,24,23,
 Poketto monsutâ,(1997– ),6.9,59,21,
 Poketto monsutâ,(1997– ),7.4,54,,
 Poketto monsutâ,(1997– ),7.2,46,21,
" Tiger King: Murder, Mayhem and Madness",-2020,7.8,"2,077",47,
" Tiger King: Murder, Mayhem and Madness",-2020,7.9,"2,071",47,
" Tiger King: Murder, Mayhem and Madness",-2020,7.6,"1,887",46,
" Tiger King: Murder, Mayhem and Madness",-2020,7.8,"1,856",44,
" Tiger King: Murder, Mayhem and Madness",-2020,7.4,"1,772",44,
" Tiger King: Murder, Mayhem and Madness",-2020,7.5,"1,747",41,
 She,(2020– ),6.7,54,,
 She,(2020– ),6.8,49,,
 She,(2020– ),6.6,45,,
 She,(2020– ),6.4,46,,
 She,(2020– ),6.5,45,,
 She,(2020– ),7,57,,
 Poketto monsutâ,(1997– ),7.4,57,21,
 Poketto monsutâ,(1997– ),6.5,47,21,
 Poketto monsutâ,(1997– ),6.6,47,21,
 Poketto monsutâ,(1997– ),7.7,48,,
 Poketto monsutâ,(1997– ),8.3,50,21,
 Yasuke,(2021– ),7,211,30,
 Exatlon Challenge,(2020– ),4.4,21,,
 Fatma,(2021– ),7.5,244,,
 Clickbait,-2021,,,,
 Clickbait,-2021,,,,
 Clickbait,-2021,,,,
 The Circle,(2020– ),7.2,124,58,
 7Seeds,(2019–2020),7,26,24,
 7Seeds,(2019–2020),6.7,22,24,
 7Seeds,(2019–2020),6.8,22,24,
 7Seeds,(2019–2020),7,23,24,
 7Seeds,(2019–2020),6.8,22,24,
 7Seeds,(2019–2020),6.7,21,24,
 7Seeds,(2019–2020),6.8,22,24,
 7Seeds,(2019–2020),6.7,21,24,
 7Seeds,(2019–2020),7.1,23,25,
 7Seeds,(2019–2020),6.8,24,24,
 7Seeds,(2019–2020),7.8,26,24,
 7Seeds,(2019–2020),7.8,26,24,
 Dynasty,(2017– ),7.9,163,42,
 She-Ra and the Princesses of Power,(2018–2020),9,"1,047",24,
 Power Rangers Beast Morphers,(2019–2020),7.9,23,,
 Avatar: The Last Airbender,(2005–2008),8.7,"3,246",25,
 Avatar: The Last Airbender,(2005–2008),9.2,"3,465",92,
 Avatar: The Last Airbender,(2005–2008),9.5,"3,845",92,
 Avatar: The Last Airbender,(2005–2008),9.8,"5,283",92,
 Avatar: The Last Airbender,(2005–2008),9.9,"8,813",92,
 Transformers: War for Cybertron,(2020–2021),7.2,264,25,
 Dynasty,(2017– ),7.6,166,42,
 Locke & Key,(2020– ),,,,
 Riverdale,(2017– ),7.4,821,41,
 Top Boy,(2011– ),,,,
 Valeria,(2020– ),7.5,68,,
 Valeria,(2020– ),7.2,64,,
 Valeria,(2020– ),7.8,65,,
 The Upshaws,(2021– ),8,48,,
 WWE's the Bump,(2019– ),,,90,
" Tiger King: Murder, Mayhem and Madness",-2020,5.1,"1,195",40,
 Sky Rojo,(2021– ),6.6,255,32,
 Sky Rojo,(2021– ),6.6,109,,
 Sky Rojo,(2021– ),7.5,78,,
 Too Hot to Handle,(2020– ),5.1,353,41,
 Too Hot to Handle,(2020– ),5.1,303,36,
 Too Hot to Handle,(2020– ),5.1,289,38,
 Too Hot to Handle,(2020– ),5,278,42,
 Too Hot to Handle,(2020– ),5,272,42,
 Too Hot to Handle,(2020– ),4.8,265,38,
 Too Hot to Handle,(2020– ),4.8,262,43,
 Too Hot to Handle,(2020– ),4.8,269,43,
 Dynasty,(2017– ),7.6,178,42,
 Dynasty,(2017– ),8,194,42,
 The Midnight Gospel,(2020– ),7.7,955,19,
 The Midnight Gospel,(2020– ),8.1,842,25,
 The Midnight Gospel,(2020– ),8.2,755,26,
 The Midnight Gospel,(2020– ),9.2,997,24,
 The Midnight Gospel,(2020– ),8.1,630,26,
 The Midnight Gospel,(2020– ),8.4,653,24,
 The Midnight Gospel,(2020– ),9.7,"1,731",36,
 A Suitable Boy,(2020– ),6.1,136,,
 A Suitable Boy,(2020– ),6.2,121,58,
 Middleditch & Schwartz,(2020– ),9.1,513,52,
 Middleditch & Schwartz,(2020– ),8.4,375,51,
 Middleditch & Schwartz,(2020– ),8.9,338,51,
 Into the Night,(2020– ),7.5,969,40,
 La casa de las flores,(2018–2020),7.1,78,29,
 Ghost in the Shell SAC_2045,(2020– ),6.9,96,25,
 Ghost in the Shell SAC_2045,(2020– ),6.9,88,25,
 Ghost in the Shell SAC_2045,(2020– ),7.1,82,25,
 Ghost in the Shell SAC_2045,(2020– ),7.5,90,25,
 Ghost in the Shell SAC_2045,(2020– ),7.4,88,25,
 Ghost in the Shell SAC_2045,(2020– ),7.2,90,25,
 Ghost in the Shell SAC_2045,(2020– ),7.2,80,25,
 Ghost in the Shell SAC_2045,(2020– ),7.2,77,25,
 Ghost in the Shell SAC_2045,(2020– ),7.7,84,25,
 Ghost in the Shell SAC_2045,(2020– ),6.9,75,25,
 Ghost in the Shell SAC_2045,(2020– ),7,76,25,
 La casa de las flores,(2018–2020),7.2,75,27,
 La casa de las flores,(2018–2020),7.3,69,27,
 La casa de las flores,(2018–2020),7.3,66,31,
 La casa de las flores,(2018–2020),7.1,66,24,
 La casa de las flores,(2018–2020),7.2,65,29,
 La casa de las flores,(2018–2020),7.5,66,31,
 La casa de las flores,(2018–2020),8,69,33,
 La casa de las flores,(2018–2020),8.5,87,35,
 Halston,-2021,8,471,45,
 Halston,-2021,8.1,460,44,
 Halston,-2021,7.9,423,49,
 Halston,-2021,8.1,427,53,
 The Upshaws,(2021– ),7.9,54,,
 Into the Night,(2020– ),7.3,854,38,
 Into the Night,(2020– ),7.2,799,35,
 Into the Night,(2020– ),7.6,847,37,
 Into the Night,(2020– ),7.4,746,37,
 Into the Night,(2020– ),7.7,836,37,
 Casi Feliz,(2020– ),6.6,34,24,
 Casi Feliz,(2020– ),6.7,31,27,
 Casi Feliz,(2020– ),6.4,35,24,
 Casi Feliz,(2020– ),6.4,28,21,
 Casi Feliz,(2020– ),6.7,33,28,
 Casi Feliz,(2020– ),7.3,26,23,
 Casi Feliz,(2020– ),7,26,25,
 Casi Feliz,(2020– ),6.7,29,23,
 Casi Feliz,(2020– ),7.6,26,28,
 Casi Feliz,(2020– ),6.6,26,22,
 Trailer Park Boys: The Animated Series,(2019–2020),8.4,95,25,
 Entertainment Tonight Canada,(2005– ),,,,
 Queen Sono,(2020–2021),,,,
 Carmen Sandiego,(2019–2021),8.3,94,,
 Trailer Park Boys: The Animated Series,(2019–2020),8,89,26,
 Baahubali: Before the Beginning,,,,,
 Entertainment Tonight Canada,(2005– ),,,,
 The Hollow,(2018–2020),7.4,54,,
 The Hollow,(2018–2020),7.8,50,,
 The Hollow,(2018–2020),7.9,46,,
 The Hollow,(2018–2020),8,50,,
 The Hollow,(2018–2020),8,50,,
 The Hollow,(2018–2020),7.9,49,,
 The Hollow,(2018–2020),7.9,47,,
 The Hollow,(2018–2020),8,45,,
 The Hollow,(2018–2020),7.9,59,,
 NBC Sunday Night Football,(2006– ),6.6,11,,
 Magic for Humans,(2018– ),7.9,66,,
 Magic for Humans,(2018– ),7.5,52,,
 Magic for Humans,(2018– ),7.9,50,,
 Magic for Humans,(2018– ),7.7,44,,
 Magic for Humans,(2018– ),8,43,,
 Magic for Humans,(2018– ),7.4,43,,
 Magic for Humans,(2018– ),7.7,41,,
 Too Hot to Handle,(2020– ),3.8,155,41,
 The Woods,-2020,6.9,222,,
 Jeffrey Epstein: Filthy Rich,-2020,7.4,828,57,
 Jeffrey Epstein: Filthy Rich,-2020,7.5,729,58,
 Jeffrey Epstein: Filthy Rich,-2020,7.5,682,55,
 Jeffrey Epstein: Filthy Rich,-2020,7.5,646,57,
 Ju-on: Origins,-2020,6.5,346,28,
 Chichipatos,(2020– ),5,13,,
 Chichipatos,(2020– ),5.7,7,,
 Chichipatos,(2020– ),5.6,7,,
 Chichipatos,(2020– ),5.4,7,,
 Chichipatos,(2020– ),5,6,,
 Chichipatos,(2020– ),5,6,,
 Chichipatos,(2020– ),5,6,,
 She-Ra and the Princesses of Power,(2018–2020),9.2,"1,009",24,
 She-Ra and the Princesses of Power,(2018–2020),9.5,"1,101",24,
 She-Ra and the Princesses of Power,(2018–2020),9.1,993,24,
 She-Ra and the Princesses of Power,(2018–2020),9.7,"1,262",24,
 She-Ra and the Princesses of Power,(2018–2020),9.2,"1,025",24,
 She-Ra and the Princesses of Power,(2018–2020),9,"1,001",24,
 She-Ra and the Princesses of Power,(2018–2020),9.4,"1,045",24,
 She-Ra and the Princesses of Power,(2018–2020),9.2,989,24,
 She-Ra and the Princesses of Power,(2018–2020),9.3,996,24,
 She-Ra and the Princesses of Power,(2018–2020),9.5,"1,044",24,
 She-Ra and the Princesses of Power,(2018–2020),9.6,"1,186",24,
 She-Ra and the Princesses of Power,(2018–2020),9.7,"1,434",24,
 Trailer Park Boys: The Animated Series,(2019–2020),8.2,82,26,
 Trailer Park Boys: The Animated Series,(2019–2020),8.4,80,25,
 Trailer Park Boys: The Animated Series,(2019–2020),8.2,80,23,
 Trailer Park Boys: The Animated Series,(2019–2020),8.6,84,25,
 Trailer Park Boys: The Animated Series,(2019–2020),8.1,70,25,
 Trailer Park Boys: The Animated Series,(2019–2020),8.5,76,24,
 Trailer Park Boys: The Animated Series,(2019–2020),8.7,76,23,
 Trailer Park Boys: The Animated Series,(2019–2020),8.5,73,26,
 Rebecka Martinsson,(2017– ),6.5,82,45,
 Rebecka Martinsson,(2017– ),6.5,76,45,
 Rebecka Martinsson,(2017– ),6.8,69,45,
 Rebecka Martinsson,(2017– ),6.7,66,45,
 Rebecka Martinsson,(2017– ),6.8,65,45,
 Rebecka Martinsson,(2017– ),6.7,75,45,
 Rebecka Martinsson,(2017– ),6.9,70,45,
 Meerkat Manor,(2005–2008),9,5,23,
 Meerkat Manor,(2005–2008),,,22,
 Meerkat Manor,(2005–2008),9.2,5,22,
 Meerkat Manor,(2005–2008),9.6,7,22,
 Meerkat Manor,(2005–2008),8.4,8,22,
 Meerkat Manor,(2005–2008),,,22,
 Meerkat Manor,(2005–2008),9.4,5,23,
 Meerkat Manor,(2005–2008),,,23,
 Meerkat Manor,(2005–2008),8.2,5,23,
 Meerkat Manor,(2005–2008),,,23,
 Meerkat Manor,(2005–2008),,,22,
 Meerkat Manor,(2005–2008),9.2,5,23,
 Meerkat Manor,(2005–2008),,,22,
 Élite,(2018– ),7.3,631,53,
 Élite,(2018– ),7.3,684,52,
 Élite,(2018– ),7.3,598,44,
 Élite,(2018– ),7.3,538,49,
 Élite,(2018– ),7,552,40,
 Élite,(2018– ),7.4,625,46,
 Élite,(2018– ),7.2,564,46,
 Floor Is Lava,(2020– ),6.1,148,37,
 Dexter,(2006–2013),8.3,"4,061",58,
 Dexter,(2006–2013),9,"3,906",50,
 Dexter,(2006–2013),8.9,"3,745",51,
 Dexter,(2006–2013),8.9,"4,031",51,
 Dexter,(2006–2013),8.4,"3,807",49,
 Dexter,(2006–2013),8.2,"3,685",49,
 Dexter,(2006–2013),8.1,"3,651",54,
 Dexter,(2006–2013),8.5,"3,619",49,
 Dexter,(2006–2013),8.2,"3,578",54,
 Dexter,(2006–2013),8.5,"3,688",58,
 Dexter,(2006–2013),8.6,"3,614",54,
 Dexter,(2006–2013),8.8,"3,692",51,
 Power Rangers Beast Morphers,(2019–2020),8.9,26,,
 Power Rangers Beast Morphers,(2019–2020),9.1,22,,
 Power Rangers Beast Morphers,(2019–2020),8.9,23,,
 Power Rangers Beast Morphers,(2019–2020),9.2,26,,
 Baki,(2018–2020),7.2,70,24,
 Baki,(2018–2020),7.3,66,23,
 Baki,(2018–2020),7,64,24,
 Baki,(2018–2020),7.1,66,24,
 Baki,(2018–2020),7.4,70,24,
 Baki,(2018–2020),7.3,65,24,
 Baki,(2018–2020),7.8,70,24,
 Baki,(2018–2020),8,75,24,
 Baki,(2018–2020),7,62,24,
 Baki,(2018–2020),7.2,64,24,
 Baki,(2018–2020),6.6,65,24,
 Baki,(2018–2020),7.1,64,24,
 Baki,(2018–2020),7.2,63,24,
 Power Rangers Beast Morphers,(2019–2020),8.8,67,,
 Queer Eye,(2018– ),8.4,148,,
 Queer Eye,(2018– ),8.7,137,,
 Queer Eye,(2018– ),8.6,140,,
 Queer Eye,(2018– ),6.8,177,,
 Queer Eye,(2018– ),7.3,129,,
 Queer Eye,(2018– ),8.5,123,,
 Queer Eye,(2018– ),8.1,114,,
 Queer Eye,(2018– ),8.5,115,,
 Queer Eye,(2018– ),8.1,95,,
 Power Rangers Beast Morphers,(2019–2020),8.3,23,,
 Power Rangers Beast Morphers,(2019–2020),8.5,20,,
 Move to Heaven,(2021– ),8.8,116,,
 Jaguar,,,,,
 Lupin,(2021– ),7.7,"2,358",43,
 Power Rangers Beast Morphers,(2019–2020),8.4,18,,
 Power Rangers Beast Morphers,(2019–2020),7.8,21,,
 Power Rangers Beast Morphers,(2019–2020),8.3,19,,
 Power Rangers Beast Morphers,(2019–2020),9.5,26,,
 Power Rangers Beast Morphers,(2019–2020),9.2,24,,
 Power Rangers Beast Morphers,(2019–2020),8.8,18,,
 Transformers: War for Cybertron,(2020–2021),7,74,25,
 Transformers: War for Cybertron,(2020–2021),6.8,62,24,
 Transformers: War for Cybertron,(2020–2021),7,54,25,
 Transformers: War for Cybertron,(2020–2021),6.9,49,25,
 Transformers: War for Cybertron,(2020–2021),7,53,27,
 Valeria,(2020– ),,,,
 Kipo and the Age of Wonderbeasts,-2020,7.9,114,,
 Kipo and the Age of Wonderbeasts,-2020,8,114,,
 Kipo and the Age of Wonderbeasts,-2020,8.1,110,,
 Kipo and the Age of Wonderbeasts,-2020,8.2,109,,
 Kipo and the Age of Wonderbeasts,-2020,8.2,99,,
 Kipo and the Age of Wonderbeasts,-2020,8.7,105,,
